id,sentence,dialect,label
404,💐સરસ ધીરુભાઈ💐 જય સ્વામિનારાયણ💐,surti,2
1179,બાળકો ચિંતામુક્ત રીતે પરીક્ષા આપી શકે એ માટેનું પ્લાનિંગ ચાલી રહ્યું છે,standard_gujarati,1
628,નો આવડતું હોય તો નો બોલાય અમે આવુ નહિ બોલતા ઉત્તર ગુજરાત થી જ ગુજરાત ની ઓળખાણ સે,charotari,0
892,"વા,ભાઈ,જોરદાર,હો",surti,2
1193,મજા   પડી ગઈ   અમીત   ભાઈ,surti,2
640,મેહોણી એટલે મેહોણી હો ભઈ,charotari,0
381,Hu બનાસ કાંઠા નો  છું.પણ મેહાના માં છું પણ આવી ભાષા નથી....,charotari,0
609,"પૈસા કે ડોક્યુમેન્ટ ન આપતા ફરિયાદ જોકે, આ રૂપિયા લીધા બાદ પણ મનન પંચાલે બેંકમાં જમા કરાવી ડોક્યુમેન્ટ છોડાવીને શિરીષભાઈને આપ્યા નહોતા",standard_gujarati,1
783,"આ સૂરતી ભાષા છે,મહેસાણા ની નઈ...😂",charotari,0
1217,તમારા વિડીયો જોવાથી મગજ એકદમ ફ્રેશ થઈ જાય છે પણ દરોજ એક વિડીયો મોકલો બધા પતી ગયા વારંવાર જોવા પડે છે મુછો ગાયબ કોઈ ખેંચતુ હતુ,charotari,0
698,અમદાવાદ મ્યુનિસિપલ કમિશનર બંચ્છાનિધિ પાનીના દૂરદર્શી નેતૃત્વ હેઠળ શહેરમાં હેલ્થકેર ઇનોવેશન અને સ્ટાર્ટઅપ ઇકોસિસ્ટમને વેગ આપવા માટે એક મહત્વપૂર્ણ પહેલ કરવામાં આવી છે,standard_gujarati,1
958,"જય શ્રી હરસિદ્ધિ
જય શ્રી રામભાઇ


જય શ્રી",surti,2
813,કલાકાર એટલે ખોટી ફાંકા ફોજદારી,charotari,0
1186,બધા ભાઈઓને જય માતાજી,surti,2
429,સતત જે સ્કૂલને ધમકી મળતી હોય ત્યાં વધુ ફોકસ કરાશે સતત જે સ્કૂલને ધમકી મળતી હોય ત્યાં વધુ ફોકસ કરાશે,standard_gujarati,1
584,આગામી ત્રણ દિવસમાં લાઈન રિપેર કરી પાણી વિતરણ શરૂ કરી દેવામાં આવશે,standard_gujarati,1
834,"મજાક મસ્તી માટે બરાબર છે , પણ સહેજ પણ મહેસાણી ભાષા જેવું નથી, જે એરિયા નો જે બોલવાનો લહેકો હોય એ કોઈથી પણ કોપી ના થઈ શકે, મહેસાણી ભાષા માં, હ , અને સ , આ બે શબ્દો મહત્વના",charotari,0
249,Manish Joshi ।ગપયણભતઘતબઠતડત,charotari,0
1019,જય શ્રીરામ ધીરુભાઈ,surti,2
539,ભુલીગઇમૉતીનૉહાર રાકૅશ બારૉટ,charotari,0
622,"એકદમ નિર્દોષ હાસ્ય વાળા કલાકાર હકાભા ગઢવી 👍👍👍🙏🙏🙏
જય મહાદેવ 🚩🙏",surti,2
365,@DineshPithaya-z4z  આ ભાઈ ના બાપ ઉપર મજાક કરવા માયા ભાઇ ને કહો,charotari,0
1224,અમીત ભાઈ ઓડીયનસ જુનું ને જુનું જ દેખાય છે કેવી રીતે એડીટ કરો છો ??,charotari,0
1262,ખુબ સરસ અમીત ભાઈ,charotari,0
1196,"શાહબુદ્દીન રાઠોડ ના હાસ્ય દરબાર માં આધ્યાત્મિક જ્ઞાન, હાસ્ય સાથે આધ્યાત્મિક જ્ઞાન . ખરેખર ખૂબ હસાવો છો, સાથોસાથ જ્ઞાન પીરસો છો. ઈશ્વર આપને તંદુરસ્ત રાખે એવી પ્રાર્થના કરીએ છીએ. લી.સુરેશ ઉત્તમલાલ મહેતા સિકંદરાબાદ ના જય શ્રીકૃષ્ણ",charotari,0
314,જય માતાજી બધા મિત્રો ને પાણી નું આંદોલન વાડો ભાગ બનાવો ગણા સમય થી રાહ જોઈએ છીએ,surti,2
1468,બસ આપડે હસતા જ રેવાનું બાકી ભાગવાન્ નું ભલે ગમે  એટલું  અપમાન કરે,charotari,0
113,"ધનસુખભાઈ ...
ખરેખર આપ એક સ્ત્રીનો અવતાર આત્મા લાગો છો...ખૂબ ધ્યાનપૂર્વક અને શાંતિથી વિચારું છું તો ગર્વ થાય આપના પર..નમન આપને..!હું સ્કુલ માં ટીચર છું..દિવસમાં એક વાર તો બાળકો વિજૂડી ને યાદ કરે જ..કહે..
""હું કોણ તારી મા વિજુડી,,""આ મેસેજ વાંચ્યા બદલ reply આપજો..મને પણ ખબર પડે આપે જાણ્યું તેમ",surti,2
129,કોને કોને આ ભાગ  જોવાનિ મજા આવિ ગય,surti,2
874,પોલીસે બંને પક્ષોના નિવેદન લઈ કાર્યવાહી હાથ ધરી છે,standard_gujarati,1
1428,નેમાજી તેતરાલાલ ફુટી જ્યા,charotari,0
952,મસ્ત છે ભાઈ😂😂❤❤,surti,2
1099,વળી ભદ્રમાં ટ્રાફિકને લઈને પાથરણાં વાળાને બેસવા દેવાય નહીં,standard_gujarati,1
754,વેસ્ટર્ન ડિસ્ટર્બન્સ અને હિમવર્ષા થઈ રહી છે,standard_gujarati,1
541,મારે પણ કલાકાર બનવું છે હકાભા ગઢવી ❤,surti,2
261,"અંતિમ વક્તવ્યમાં ઘનશ્યામભાઈ વ્યાસે હિન્દુ જાગૃતિ, એકતા અને નાગરિક ફરજો અંગે માર્ગદર્શન આપ્યું",standard_gujarati,1
1178,આ કંઈક કરો ભાઈ આ દિવસે દિવસે વધારે પહેલા વાણીયાઓની ઉડાડતો હવે મહેસાણા ઉપર આવી ગયો છે,charotari,0
1194,અમદાવાદ ગ્રામ્ય પોલીસ દ્વારા જિલ્લામાં દારૂ અને જુગાર જેવી અસામાજિક પ્રવૃત્તિઓ સામે કડક કાર્યવાહી કરવાના આદેશ બાદ ધંધુકા પોલીસે ધોળી ગામની સીમમાં જુગારધામ પર દરોડો પાડ્યો હતો,standard_gujarati,1
543,"આ કાર્યવાહીમાં પાંચ જુગારીઓને ઝડપી પાડવામાં આવ્યા હતા, જ્યારે અન્ય છને વોન અમદાવાદ વિભાગના ઇ",standard_gujarati,1
593,સાહેબ તમારો નંબર આપો,charotari,0
303,ભિખમંગા જેમ્ફાવેટેમ્બોલેછે,charotari,0
1475,"ઓહો, ધીરુભાઈ યુટ્યુબ ટ્રેન્ડિંગ માં, વાહ...",surti,2
294,"સુપર સોન્ગ .. હાલ તો પ્રેમ બી ઘણી બધી જગ્યા એ પૈસા માટેજ થાય છે .. બાકી જે પ્રેમ કરે છે એ આજ બી ની સ્વાર્થ ભાવે જ કરે છે ..

જય હો મોજ",surti,2
767,"ગ્રામજનોને ખાસ સમજ આપવામાં આવી હતી કે બાળલગ્ન અટકાવવા તંત્રને જાણ કરવી એ ગુનો નથી, પરંતુ દરેક નાગરિકની સામાજિક જવાબદારી છે",standard_gujarati,1
927,જય શ્રી કૃષ્ણ પોપટભાઈ ફાઉન્ડેશન ટીમને ખૂબ ખૂબ અભિનંદન 🙏🙏🙏,surti,2
1420,આ મહેસાણા ની ભાષા નથી,charotari,0
92,જય શ્રી સોમનાથ મહાદેવ ભાઈ 🙏🚩,surti,2
296,મ્હેસનવલાનેકેમનેચડેખડવામાગોછો તમેક્યારેમ્હસાનમકથાસભલીછે,charotari,0
882,આપણા હિન્દુ ધર્મ ગ્રંથ પર આવી મજાક  કોમેડી કરવાની બંધ કરો... સાચા મર્દના દીકરા હોય તો બીજા કોઈ ધર્મ ગ્રંથ પર આવી મજાક કે કોમેડી કરજો .... ચ્ઠીનું ધાવણ યાદ આવી જશે.... જય શ્રી કૃષ્ણ 😢😢😢😢😢😢😢😢,charotari,0
905,ધીરુભાઈ એટલે ધીરુભાઈ.. ખરેખર કોમેડી ના બાદશાહ 👌👍,surti,2
463,કંજુસાઈ ના શબ્દો તો મોજ આવે એવા હો ભાઈ,surti,2
436,જય હો ગોપાલદાસ બાપુ ખુબ સરસ વાણિ તમારી ભાષામાં ખૂબ જ અમૃત રસ છે,charotari,0
1031,Mr India ભાગ મોકલો  ❤️ જય માતાજી બધા મિત્રો ને 🙏❤️,surti,2
155,આ પ્રદર્શન દ્વારા દર્શાવવામાં આવ્યું હતું કે કેવી રીતે એક નાનો વિચાર દર્દીઓની સારવારમાં મોટું પરિવર્તન લાવી શકે છે,standard_gujarati,1
507,"શટલિયા રિક્ષાઓ અને આડેધડ પાર્ક કરેલી બાઈકોને કારણે એમ્બ્યુલન્સ જેવા ઇમરજન્સી વાહનો ને પણ ટ્રાફિક નો સામનો કરવો પડતો હોય છે, જે કોઈ મોટી જાનહાનિનું કારણ બની શકે છે",standard_gujarati,1
442,એક જાત નો લુખ્ખો છે,charotari,0
1307,અમદાવાદી ભાઈ મજા પડી...,charotari,0
1168,"વાહ પોપટભાઈ વાહ... શું.. શું.. નથી.. જોવા મળતું તમારી સાથે... 
ભગવાને... તમને... કઈ.. માટીના બનાવ્યા છે... ધન્ય છે.. જન્મ દાતા માતાને... અને પાલક પિતા ને.. અને જીવનસાથી ને. .. ખુબ ખુબ અભિનંદન શુભેચ્છાઓ... અનુમોદના અનુમોદના અનુમોદના",surti,2
522,"સ્કૂલોમાં ચેકિંગ બાદ વિદ્યાર્થીઓને પરીક્ષાખંડમાં બેસાડાશે સામાન્ય રીતે જ્યારે બોર્ડની પરીક્ષા આવે ત્યારે દરેક સેન્ટર ઉપર પોલીસનો બંદોબસ્ત હોય જ છે, પરંતુ છેલ્લા ઘણા સમયથી સ્કૂલોને બોમ્બથી ઉડાવવાની ધમકીના ઈ-મેલ આવતાં પોલીસ સહિત તંત્ર એલર્ટ છે",standard_gujarati,1
1131,સુરતી ભૂલી gaya,charotari,0
735,રોજિંદા હજારો વિદ્યાર્થીઓ અને મુસાફરો જીવના જોખમે આ ઓવરલોડ બસોમાં મુસાફરી કરવા મજબૂર બન્યા છે,standard_gujarati,1
574,હરિયાળું પર્યાવરણ જાળવી રાખવા અને આવનારી પેઢીને સ્વચ્છ તથા સ્વસ્થ વાતાવરણ પૂરું પાડવાના ઉદ્દેશ્ય સાથે આ કાર્યક્રમ યોજાયો હતો,standard_gujarati,1
68,વરસાદની અત્યારે કોઈ સંભાવના નથી,standard_gujarati,1
1263,સુપ્રીમ કોર્ટના નિર્દેશો ચૂંટણી અધિકારી અવગણ્યા છે,standard_gujarati,1
1136,વાહ....હકાભા...વાહ...😂 સેજ રઈજયુ...હો🤣🤣,surti,2
1240,જે અંગે આર્થિક ગુના નિવારણ શાખામાં ફરિ સોસાયટી રીડેવલપમેન્ટમાં જતા મકાન લેવાનું નક્કી કર્યું મેમનગરજોયતરામ પાર્કમાં રહેતા 61 વર્ષીય શિરીષ પ્રાભાકર ઓઝા ખાનગી કંપનીના માર્કેટિંગ ડિપાર્ટમેન્ટમાં કામ કરે છે,standard_gujarati,1
49,ભાષા હલકી કક્ષાની ના હોવી જોઈએ આપ સાંભળો ક્યારેક ધીરુભાઈ સરવૈયા ને આખો પરીવાર સાથે બેસીને સાંભળી શકે ધીરુભાઈ સરવૈયા ને..,charotari,0
857,સનાતની નથી નહિતર આપણા પવિત્ર ગ્રંથ વિશે આવી મશ્કરી વાળી ભાષા નો વાપરે.. કલાકાર માથે લાંછનનનનનનન,charotari,0
26,"એટલે કે, ગુજરાતમાં આગામી દિવસોમાં ગરમી અને ઠંડી બંને ઋતુઓનો મિશ્ર અનુભવ થવાની શક્યતા છે",standard_gujarati,1
475,જ‌બર. ભાઈ   શરશ. સૃપર. ભાઈ,surti,2
1372,હા ધીરુભાઈ હા ફુલ મોજ કરાવી...,surti,2
994,વાહ.ધીરુભાઈ.વાહ,surti,2
364,"જો કે છેલ્લા ઉત્તર-પૂર્વી રાજ્યોમાં થયેલી હિમવર્ષાની અસર ગુજરાતના વાતાવરણ પર હવામાન વિભાગના જણાવ્યા અનુસાર, અત્યારે ઉત્તર ભારતમાં ઠંડીની સૌથી વધુ અસર જોવા મળી રહી છે",standard_gujarati,1
961,ભાઈ સુરત થી છે ❤,surti,2
1167,એકના એક તેલમાં વારંવાર તળવાને કારણે સ્વાસ્થ્ય પર થતી ગંભીર અસરોને રોકવા મ્યુનિ,standard_gujarati,1
980,વર્તમાન કાર્યકારી બોડી 9 વર્ષ સુધી હોદા પર રહેનાર વ્યક્તિ ચૂંટણી માટે આપોઆપ અયોગ્ય બને મૂળ ગુજરાત હાઇકોર્ટમાં વડોદરાથી અરજદાર પ્રદિપસિંહ સોલંકી અને રામચંદ્ર પ્રજાપતિ દ્વારા અરજી દાખલ કરવામાં આવી હતી,standard_gujarati,1
514,ધનસુખ ભાઇ હવે શ્રાવણ મહીના ની ત્રીજ એટલે કે ફુલકાજળી વિશે એક વિડીયો બનાવજો 🙏🙏જય માતાજી,surti,2
957,ધીરુભાઈ ની tlpadi વાણી અને રજૂ કરવાની ઢબ કાબિલે દાદ.,surti,2
930,રામાયણ ઉપર મજાક કરવા વાળા સંસ્કાર ની વાત કરે છે,charotari,0
1345,શેરબજાર ફિ મા શિખવા માટે ગુજ્જુ Trader,charotari,0
1333,જય માં મોગલ 🙏 હું બહુ ભાગ્યશાળી છું હું બહુ લકી છું ❤જય માં મોગલ જય માં મોગલ જય માં મોગલ 🙏🙏🙏🌹🌹❤️🌹🙏,surti,2
58,લોકોને વાહન પાર્કિંગ કરવા માટે જગ્યા શોધવી પડે છે કોઈપણ નાગરિકને ત્યાં વાહન મુકવા માટેની જગ્યા મળતી નથી,standard_gujarati,1
317,વાહ ભાઈ બહુ સરસ ધન્યવાદ ખુબ આનંદ થયો,surti,2
117,આ મેહસાણા ની ભાષા સેજ નઈ,charotari,0
702,ભાઈ ભાઈ ❤.... બે મહિનાની હતાશા માખીના માઇક્રો આશુની જેમ ઊડી ગઈ..... 😂,surti,2
427,રામાયણ નુ અપમાન ના કરો,charotari,0
933,આ ઇન્વેસ્ટિગેશનની શરૂઆત સોશિયલ મીડિયા પરથી મળેલી એક જાહેરાતથી થઈ,standard_gujarati,1
297,ઉત્તર પ્રદેશ અને બિહાર જતી ફ્લાઈટોના ભાડા ડબલથી પણ વધુ વધી ગયા છે,standard_gujarati,1
1005,"વાહ ક્યાં બાત હે રમેશ મહેતા,,,,",charotari,0
266,સુપ્રીમ કોર્ટના નિર્દેશોનો ક્રિકેટ બોડી ભંગ કરી શકે નહીં,standard_gujarati,1
897,કાયદા મુજબ કામ કરો કોર્ટનો રોલ છેલ્લે આવે,standard_gujarati,1
655,એટલે નામ અને મોબાઇલ નંબર લેપટોપમાં નોંધીને થોડીવાર માટે વેઇટિંગમાં બેસાડવામાં આવ્યા,standard_gujarati,1
217,જો આ વાસ્તવિક સ્થિતિ હોય તો તમે વેન્ડર્સને એક મિટર દૂર પણ હટાવી શકો નહી,standard_gujarati,1
1336,જય    માતાજી    ભાઈ,surti,2
66,સાચી વાત છે જોન્ટી ભાઇ 👌👌👌👍👍,charotari,0
481,ધુમ્મસ ભર્યું વાતાવરણ સર્જાયું હતું,standard_gujarati,1
1257,એ નવા વર્ષના રામ રામ,charotari,0
968,અમદાવાદના ધોલેરાના તાલુકા પ્રાથમિક શિક્ષણાધિકારી ગજેન્દ્રસિંહ ચુડાસમાએ આજે ખુણ પ્રાથમિક શાળાની આકસ્મિક મુલાકાત લીધી હતી,standard_gujarati,1
1083,સિસ્ટમ વિશે તેઓએ જણાવ્યું હતું કે અત્યારે વેસ્ટન ડીસ્ટર્બન્સ સિસ્ટમ સક્રિય છે,standard_gujarati,1
989,મોર્નિંગ માટે નીકળતા લોકોની સંખ્યામાં પણ આજે ઘટાડવા જોવા મળ્યો હતો,standard_gujarati,1
1172,વાહ ભાઈ વાહ.ગજબ કરી.,surti,2
457,આગામી બેથી ત્રણ દિવસ સુધી મિશ્ર ઋતુનો અનુભવ થવાની શક્યતા છે,standard_gujarati,1
547,માયા ભાઈ ને કઈ તુ પેલા મહેસાણી શીખી લે પેલા પછી મહેસાણી મા રામાયણ કેજે આતો એના ઘરની રામાયણ કહેછે મહેસાણા મા આવી રામાયણ હોતી જ નથી,charotari,0
1113,ત્યારે કોર્ટે કહ્યું હતું કે જો તમે શક્યતા ચકાસી રહ્યા હોવ તો તમે કોર્ટ સ્પષ્ટ કરી રહી છે કે તમે કન્ટેમ્પ્ટ ઓફ કોર્ટમાં આવી શકો,standard_gujarati,1
1188,એટલે આવા સેન્ટરો ચલાવતા લોકોનું અમે સ્ટિંગ ઓપરેશન કર્યું,standard_gujarati,1
321,તેમજ વિરમગામ નગરપાલિકા ટીપી સ્કીમમાં પણ આવો કોઈ રસ્તો આવતો નથી,standard_gujarati,1
123,"આદિજાતિ વિકાસ માટે ફાળવાયેલું બજેટ ખર્ચાતું નથી: ચૈતર વસાવા ગુજરાત સરકાર દ્વારા રજૂ થયેલા તાજેતરના બજેટ પર આમ આદમી પાર્ટીના ધારાસભ્ય ચૈતર વસાવાએ કડક પ્રતિક્રિયા આપતા તેને ખેડૂતો, યુવાનો અને સામાન્ય વર્ગ માટે નિરાશાજનક ગણાવ્યું હતું",standard_gujarati,1
413,હરીભા તમે તમારી હોજવેણને  ઘરમાં પુરી દીધી ❤❤❤,surti,2
305,વાહ દિનકરભાઈ વાહ તમારા જોક્સ સાંભળીને ખૂબ હસીએ છીએ ખરેખર ખૂબ મજા આવે છે અફસોસ એટલો છે કે અમદાવાદમાં હતા ત્યારે અમે કાર્યક્રમ જોઈ ના શક્યા હવે અમદાવાદ પ્રોગ્રામ કરો તો અમને જરૂર જણાવજો વિડીયો અપલોડ કરતા ને અમારા ધન્યવાદ જય હિન્દ વંદે માતરમ્ કોબા ગાંધીનગર થી ગાભાજી ઠાકોર ક્ષત્રિય,charotari,0
121,જય હો રાજા મહાકાળી,charotari,0
34,વાગુભાની એકટીન ખુંબ સરસ હોય છે તેમની કોમેડી કોને કોને ગમે છે,surti,2
1256,સાચી વાત છે બેન તમારી,charotari,0
531,અરજદાર દ્વારા ખેતરમાં આવવા જવા નો રસ્તો હોવાનું જણાવેલ ત્યારે જે તે ખેડૂતો સહિત તેમના ખેતીના સાધનો આવવા જવા માટે હંગામી ધોરણે સહમતી સધાઈ હતી,standard_gujarati,1
1174,આ અ ધમકીભર્યા મેઈલમાં શું લખ્યું હતું,standard_gujarati,1
596,મૃતક બંને પિતરાઈ ભાઈઓ ખેતીના વ્યવસાય સાથે સંકળાયેલા હતા,standard_gujarati,1
441,સાહેબ બે ડંડા સંજુ સભ્ય ને ઠોકો વધારે,charotari,0
218,💯ભીલ ભાઈ માં  ઓનલી આજ  ચાલે ભાઈ ભાઈ 👌👌,surti,2
1132,અધ્યક્ષ મહેન્દ્રભાઈ પટેલે આયોજકો અને સેવકોનો આભાર માન્યો,standard_gujarati,1
731,🌹ખુબ સરસ 🌹🙏જયમાતાજી 🙏🌹,charotari,0
616,વાઘુભા દારુડીયા ની એકટીગ સુપર છે,surti,2
88,અમારા મોજીલા મેહોના વાળા ની ઉડાવા ની જરૂર નથી માયા ભાઇ વિશ્વ સૌથી સુંદર ભાષા છે,charotari,0
114,"તેમણે પોતાની સફર, ક્લિનિકલ વેલિડેશન અને રેગ્યુલેટરી પ્રક્રિયાઓ વિશે વિગતવાર સમજ આપી હતી",standard_gujarati,1
984,"આ પ્રસંગે શિક્ષણાધિકારી દ્વારા બાળગીત રજૂ કરવામાં આવ્યું, જેમાં શાળાના બાળકોએ ઉત્સાહપૂર્વક ભાગ લીધો હતો",standard_gujarati,1
1301,પૈસા  માટે  ધર્મ  નું  અપમાન  કરો છો,charotari,0
5,રાધે કૃષ્ણ પોપટ ભાઈ,surti,2
308,મારા ભાઈ માયા ભાઈ આ મહેસાણી ભાષા નથી પણ મજાક છે વિચારી ગોખી ને બોલો મારા ભાઈ,charotari,0
676,રાજા.રણછોડ. તમારી.ટીમ.ની.બધી.મનોકામના પરિપૂર્ણ. કરે,charotari,0
909,આ છુરતી ઓ કેવી ભાષા બોલે છે?? ડોસ્ટાર 😂😂😂,surti,2
1089,કિરણ ઠાકોર નવા વાળા તરફથી ફુલ‌‌‌ સપોર્ટ છે ભાઈ,surti,2
683,બજેટથી પણ વધી જશે કુલ દેવું આ બજેટની એક જાણીને આંચકો લાગે એવી વાત એ છે કે ગુજરાત સરકારનું કુલ દેવું પણ બજેટના કુલ કદથી વધીને કરોડથી વધીને પાંચ લાખ કરોડની આસપાસનું થવાનું છે,standard_gujarati,1
728,હાના ભાઈ ની મોજ 🙏,surti,2
920,એ કોડા આ મેહસાણા ની ભાષા છેજ નઈ કોડા ફેંકવાનું બંધ કર,charotari,0
1367,વાહ ધીરુભાઈ વાહ સૌરાષ્ટ્ર નું ગૌરવ,surti,2
47,આ લોકો ને ધર્મ ઉપર મજાક કરતા જરા પણ શરમ નહિ આવતી 😢😢,charotari,0
526,@ડુભીલ.વીકેશભાઈ   hjj,surti,2
1334,બેન વિડીયો તો ઘણા જોયા પણ જે તમે વિડીયો બનાવો છો ને ઈ રીયલ લાગે છે,charotari,0
1291,જય માતાજી વાઘુભા 🙏🙏,surti,2
1386,ભાઈ આ સાબરકાઠા ભાષા છે.,charotari,0
1304,હુ મહારાષ્ટ્રા થી છૂ પણ મને ગુજરાતી ગમેછે ❤😊,charotari,0
899,કોય ગરીબ ની સેવા કરો ભાઈ લોકો પર રૂપિયા  ઉડાવી ને પુણ્ય નહી મળતું,surti,2
329,હાવ સાચું છે હો અમે અમદાવાદના તમે ક્યાંના,charotari,0
1413,વાહ સ્મિતભાઈ મઝા આવી ગઈ. આપડે ગુજરાતી એટલે ગુજરાતી ભાઈ. દુનિયા માં સૌથી નોખા. Proud to be Gujarati & Proud to be Indian,surti,2
733,"Super song ... સોંગ તો મજેદાર છે અને સંગીત પ્રમાણે દરેકની હાવભાવ, એક્ટિંગ, બહુજ સુંદર. 😊",surti,2
1453,Are ભાઈ op vidio છે સાચું લા ભાઈ મસ્ત vidio chr,surti,2
814,અગાઉ ગેરરીતિ છુપાવવા સ્કૂલો સીડી કરપ્ટ હોવાનું બહાનું કાઢીને તપાસ રોકતી હતી,standard_gujarati,1
326,રાજ્યમાં આગામી દિવસોમાં હવામાનમાં સતત બદલાવ જોવા મળશે,standard_gujarati,1
491,સાબુદીન બાપુ ને સો સો સલામ સલામ,charotari,0
120,તેમણે ડિજિટલ હેલ્થ ટેક્નોલોજી અને સ્વદેશી મેડિકલ ડિવાઇસના વિકાસ પર ભાર મૂક્યો હતો,standard_gujarati,1
1472,એક તો આવાને લાખો રૂપિયા આપવાના અને સનાતન નું આપમાન્ કરવાનું,charotari,0
449,પરંતુ જે તે સમયે તમે જે વેન્ડર્સનું આઇડેન્ટિફિકેશન કર્યું હતું અને સર્ટિફિકેટ આપ્યા હતા એમના રિ-આઇડેન્ટિફિકેશનનો હવે કોઇ પ્રશ્ન જ થતો નથી,standard_gujarati,1
1084,પરંતુ પૂછપરછ દરમિયાન જ્યારે પરીક્ષાની ફી અંગે અમે સવાલ કર્યો તો એક નવા પ્રકરણનો પર્દાફાશ થયો,standard_gujarati,1
579,જય માતાજી હર હર મહાદેવ જય શ્રી ગણપતિ બાપ્પા good morning 🌄🌅 જય શ્રી કૃષ્ણ જય શ્રી રામ જય શ્રી હનુમાન દાદા ભાઈઓ,surti,2
344,(પાણી) નું _આંદોલન ભાગ 14,surti,2
713,ટેલિફોનિક વાતચીત દરમિયાન પરીક્ષા ક્યારે લેવાશે,standard_gujarati,1
782,પતિ અને સંતાનો હયાત ન હોવાથી તેમનાં બહેન કમળાબેનને હૉસ્પિટલના કાઉન્સેલરે સમજાવતાં મૃતક જામખંભાળિયાના દિલીપભાઈ બાલભદ્રનું અવસાન થતાં મૃતકના પુત્ર સાગરભાઈએ કાઉન્સેલિંગ બાદ પિતાની 2 આંખ તથા ચામડીનું દાન આપવાની સંમતિ આપી,standard_gujarati,1
828,માથા ભારે ટ્રેકટર વાળો નો નવો ભાગ અલો ❤🎉😊,surti,2
501,હા તમારી મોજ હા,charotari,0
876,👍એક નબર છે ભાઇ😂😂,surti,2
1022,ભલે અમારા મહેસાણા ની ભાષા ગમેતેવી લાગે પણ તમારી ભાષા કરતાં તો હારી જ છે,charotari,0
95,"ચેરી શાહે જણાવ્યું હતું કે, આરોગ્ય સેવાઓની પહોંચ સુધારવા માટે ક્લિનિશિયન દ્વારા સંચાલિત ઇનોવેશન ખૂબ જ જરૂરી છે",standard_gujarati,1
1327,એક નંબર ગીત ભાઈ આદિવાસી ના પ્રખ્યાત છો તમે,surti,2
163,તેમજ આ સેન્ટરમાં માર્ગદર્શન આપતું હોવાનો દાવો હતો,standard_gujarati,1
127,આ જીવા ભાઈ અમર થય ગયા આની યાદ આજીવન રેહસે,surti,2
57,"💐💐 જન્મદિવસની હાર્દિક શુભકામના સર,🎂🎊🎉",charotari,0
664,આવા લોકો હલકી ભાષા નો ઉપયોગ કરી ને પોતાની વાહ વાહ થાય તેના માટે કરે છે....,charotari,0
638,મહેસાણા નું નય હા માય ભાઈ વાઘેલાનું છે આ,charotari,0
393,"ભાવનગરમાં સતત બીજા દિવસે વાદળછાયું વાતાવરણ જોવા મળ્યું હતું, વાદળછાયા વાતાવરણ વચ્ચે શહેરમાં ગાઢ ઘુમમ્સ જોવા મળ્યું હતું",standard_gujarati,1
424,પરિણામે ચોમાસામાં તમામ વેપારીઓની દુકાનમાં પાણી ભરાઈ જવાની શક્યતા વેપારીઓ જોઈ રહ્યા છે,standard_gujarati,1
966,જો અરજીને નકારી દેવામાં આવે તો તેનો હેતુ માર્યો જાય તેમ છે,standard_gujarati,1
1239,તેમણે આ વાતને સમજાવવા માટે અમેરિકાના પૂર્વ રાષ્ટ્રપતિ હર્બટ હુવર અને શાસ્ત્રી શ્રી આનંદપ્રિયદાસજી સ્વામીના ઉદાહરણો આપ્યા હતા,standard_gujarati,1
425,ગાંડો કલાકાર હો ભાઈ મોજ મોજ ને મોજ,surti,2
1041,Aa તો ખોટો કલાકાર છે રામ ભગવાન અને રાવણ ની મજાક ઉડાડે છે રાવણ જેવી તપસ્યા કરો ખબર પડે તમને તો પૈસા મળે છે,charotari,0
111,સાધુ પ્રેમવત્સલદાસજી કુમકુમે જણાવ્યું છે કે જીવનમાં સફળતા પ્રાપ્ત કરવા માટે ઉત્સાહ અત્યંત જરૂરી છે,standard_gujarati,1
621,તારો અવાજ. કાઢ. બીજા ના અવાજ. ની પથારી ફેરવમા ભાઈ. હાસ્ય કલાકાર. દીપક. ચૌહાણ.,charotari,0
705,કેટલીક ડિટેલ્સ લીધા બાદ અમને થોડીવાર માટે સોફા પર બેસવા માટે કહ્યું,standard_gujarati,1
98,બધી બોલીઓ બોલાય ત્યારે શુધ્ધ જ હોય છે. જ્યારે લખવામાં આવે ત્યારે સરળતા ખાતર એક બોલીને કેટલાક ફેરફારો સાથે standard કે શુધ્ધ ભાષા તરીકે સ્વીકારવામાં આવે છે..,charotari,0
59,બેન તમારી કૉમેડી પણ એવી છેને જોતા જોતા હસી😂 રોકાયા નહી 😂😂,charotari,0
995,મૃત દીપડાને ખાડામાંથી બહાર કાઢી પ્રાથમિક નિરીક્ષણ કરવામાં આવ્યું હતું,standard_gujarati,1
1279,જય શ્રી કષ્ટભંજન દેવ,charotari,0
979,વાહ ગોપાલભાઈ દિવસમાં એકવાર સોંગ સાંભળું ને ત્યારે શાંતિ મળે છે બેવફા સોંગ સરસ બનાવ્યું છે તાલુકો તલોદ જીલ્લો સાબરકાંઠા ગામ માધવગઢ  ચિંતન તખતસંગ ઠાકોર,surti,2
1112,નાં જાણે આ ગીત મા સૂ છે એ ખબર નથી પડતી પણ દિવસ મા 2 વાર આ સોંગ સાંભળું નહિ તો ગમતુજ નહિ,surti,2
165,તપાસના અંતે એક પણ સ્કૂલમાંથી સંદિગ્ધ વસ્તુ મળી નહોતી,standard_gujarati,1
