id,sentence,dialect,source
202,નવરી ના જે પ્રોગ્રામ કરતો હોય તે કર બીજા ની ભાષા ઉપર ના જા,charotari,youtube_comments
203,હળાહળ જુઠ્ઠું ન બોલો મયા ભાઇ મહેસાણાની ભાષા આવી છે જ નહિ,charotari,youtube_comments
204,ભાષા ને ના પકડો એમની કોમેડી ની મજા લો ભાઈ એમને મનમા પન કોઈની ભાષાની મજાક ઉડાડવાનુ ના હોય ભાઈ એ મજા કરાવા આયા સે મજા માનો,charotari,youtube_comments
205,વિષય ખોટો પસંદ કર્યો છે.,charotari,youtube_comments
206,આ મહેસાણા ની ભાષા જ નથી,charotari,youtube_comments
207,માયા ભાઈ આવી વાતુ ના કરાય સંશકારી છો,charotari,youtube_comments
208,6 મહિના નાં સોકર નો કાય ખબર ના પડે ભાઈ આવો ખોટો બફાટ કરવો રેવા દયો,charotari,youtube_comments
209,્આવીરીતેરામાયણનુઅપમાનનકરાય,charotari,youtube_comments
210,આ મેહસાણા ની ભાષા સેજ નઈ,charotari,youtube_comments
211,મ્હેસનવલાનેકેમનેચડેખડવામાગોછો તમેક્યારેમ્હસાનમકથાસભલીછે,charotari,youtube_comments
212,ગુજરાત માં અલગ અલગ જગ્યાએ અલગ ભાષા બોલાય છે એમાં મહેસાણા ની ભાષા વિષે એવું બોલવું યોગ્ય નથી તમારા ભાષા તમને સારી લાગતી હોય એનો મતલબ બધાને સારી લાગે એવો અભિમાન ના કરાય ભાઈ,charotari,youtube_comments
213,સર્જી આ ભાષા મહેસાણા ની છે. પણ લોકલ ભાષા નથી.આપ જે બોલો છો તે વાઘરી ની ભાષા છે.,charotari,youtube_comments
214,બધી બાબતો માં ઘુસણખોરી ના થાય,charotari,youtube_comments
215,પહેલા બેસતા શીખો,charotari,youtube_comments
216,આ તો વેવલો જ છે. એની ગરવલીથી દુઃખી લાગે છે અને અહી વરાળ નીકળી છે,charotari,youtube_comments
217,"આ ભાષા મહેસાણા ની નથી, મહેસાણા નો મજાક ના ઉડાવો",charotari,youtube_comments
218,આ મહેસાણાની ભાષા નથી.,charotari,youtube_comments
219,ભાઈ આએકદ ખોટી વાત છે ભાઈ મેસાણાની લેગવેજ નથી તમારી જોવો લેગવેજ પછી મહેસાણાની વાત કરજો આવો મહેસાણામા જોવો પછી બોલો તમારા ગામની વાતનો 👎👎👎,charotari,youtube_comments
220,આ મહેસાણા ની ભાષા નથી,charotari,youtube_comments
221,આ મહેસાણી ભાષા નથી,charotari,youtube_comments
222,માયા તારી પાસે મગજ છે,charotari,youtube_comments
223,પહેલા તો આ અમારી મહેસાણા જિલ્લાની ભાષા જ નથી.... બિજુ ઘમૅ ની મજાક ઉડાવિને .. ઘંઘા બંધ કરો,charotari,youtube_comments
224,આપણી સંસ્કૃતિ ની મજાક ઉડાવી નેજ આટલી લોક પ્રિયતા મેળવી છે,charotari,youtube_comments
225,માયાભાઈ તમે મહેસાણા ની ભાષા જે બોલો છો ને વાઘરીઓ બોલે એવી ભાષા બોલો 0 હસલ મહેસાણી ભાષા તમને આવડતી જ નહીં,charotari,youtube_comments
226,મહેસાણાની ભાષા તમને નથી આવડતી,charotari,youtube_comments
227,આપણા હિન્દુ ધર્મ ના પવિત્ર ગ્રંથ રામાયણની મજાક ઉડાવે છે એ હવે કેમ કોઈ દળો ને દેખાતુ નથી? ખોટું કરી રહયા છે માયાભાઈ આહીર તમે તો દ્વારકાધીશ ના પરમ ભક્તો છો અને હિન્દુ ધર્મ વિશે મજાક ઉડાવી રહયા છો,charotari,youtube_comments
228,સૌથી પહેલા આપડા ધર્મ ની મજાક કરે છે તે ખોટી વસ્તુ છે. અને આ જોવા અને સંભાળવા માટે બધા જાય છે. જવું જ ના જોઈએ. અને આવી ભાષા મહેસાણા ની નથી. કોઈ જિલ્લા ની કે કોઈ ભાષા વિશે ખરાબ ના કહેવુ જોઈએ,charotari,youtube_comments
229,એ બુદ્ધિ વગરના હિન્દુ છો?,charotari,youtube_comments
230,ખોટી રજૂઆત છે આવી ભાષા હોતી જ નથી,charotari,youtube_comments
231,તમે પેસા માટે પવિત્ર રામાયણ ને હાસ્ય માટે ઉપયોગ કરો છો.આ યોગ્ય નથી.,charotari,youtube_comments
232,અમારા મોજીલા મેહોના વાળા ની ઉડાવા ની જરૂર નથી માયા ભાઇ વિશ્વ સૌથી સુંદર ભાષા છે,charotari,youtube_comments
233,માયા ભાઈ આ દીલ ની વાત.....ખોપડી માં કાણાં.....એને ના સમજાય જય શ્રી દ્વારકાધીશ,charotari,youtube_comments
234,Mehoni ભાષા તમને નથી aavdadti ok,charotari,youtube_comments
235,વાહ માયા ભાઈ વાહ,charotari,youtube_comments
236,મહેસાણા ભાષા આવી નથી અને મહેસાણા વાળા મૂરખા નથી તુ મૂરખો છે,charotari,youtube_comments
237,"મહેસાણા આવી જ છે, મૂર્ખ માયાભાઈ આહિર નહીં,મૂર્ખ તો તુ છે! 😆😆😆😂",charotari,youtube_comments
238,Koi pan bhasa nu akman na karay eva mata pita e sanskar nahi alya🤨😡 આ અભણો ન હુ ખબર પડ,charotari,youtube_comments
239,સુરેન્દ્રનગર નરોડા અને મહેસાણા ની સ્ત્રી ઓ ની ભાષા બહુ ગમ્ય હોઈ છે,charotari,youtube_comments
240,આ ભાષા આધ્યાત્મ અને ભક્તિની છે..,charotari,youtube_comments
241,"ભાષા નહીં, ભાવ પકડો, ગામથી બોલીમાં ઘણા શાસ્ત્રો નો સાર છે, ધન્ય હો ગોપાલ,",charotari,youtube_comments
242,મેહોણી એટલે મેહોણી હો ભઈ,charotari,youtube_comments
243,પિલુન્દ્રા ગામ ...જય સદ્ ગુરુદેવ....,charotari,youtube_comments
244,"Jordar....vachn ... નાની ઉંમર માં મોટા વચન.. આટલો હેવી મેસેજ આટલી સરળ તાથી... વાહ ગુરુ વાહ...👍🏻👍🏻👍🏻 મેહસાણા ,, બનાહકોથી",charotari,youtube_comments
245,જય સ્વામિનારાયણ,charotari,youtube_comments
246,જય હો મારા વાલા જય હો 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,charotari,youtube_comments
247,હૈ.કુસણ.ધણી.ઇજજત.આબરુ.તમે.બધાની.રાખજો,charotari,youtube_comments
248,આતો સાબરકાંઠા ની ભાષા હો ભાઈ જય સદગુરુદેવ,charotari,youtube_comments
249,હા તમારું સાબરકાંઠા...,charotari,youtube_comments
250,જય હો ગોપાલદાસ બાપુ ખુબ સરસ વાણિ તમારી ભાષામાં ખૂબ જ અમૃત રસ છે,charotari,youtube_comments
251,ભાઈ આતો સાબરકાંઠાની બોલી છે......,charotari,youtube_comments
252,અસ્સલ mehoni ભાષા છે.....,charotari,youtube_comments
253,જય સદ્દગુરુ દેવ,charotari,youtube_comments
254,ઈડર ની ભાષા છે મહેસાણા ની નથી,charotari,youtube_comments
255,ભાષા નહીં ઉપદેશ મહત્વ ધરાવે છે,charotari,youtube_comments
256,ભાઈ આ સાબરકાઠા ભાષા છે.,charotari,youtube_comments
257,"વાહ જબબરજસ્ત, મજા આવી ગઈ",charotari,youtube_comments
258,સત ની વાણી જય હો ગોપાલ બાપુ,charotari,youtube_comments
259,પણ તમે લોકો ની વાત કેમ કરો છે,charotari,youtube_comments
260,વિડિયો બનાવનાર ભાષા ઓળખી શકતા નથી આ ઈડર મલક અટલે સાબરકાંઠા જિલ્લા ની ભાષા છે,charotari,youtube_comments
261,આ અસલ સાબરકાંઠાની ભાષા છે મેહોણાની નથી. મારા બાજુના ગામમાં જ રયે છે. પિલુદ્રા.,charotari,youtube_comments
262,આ સાબરકાંઠા જિલ્લાની ભાષા છે મહેસાણા ની નથી,charotari,youtube_comments
263,ગોંધીનગર સાબરકાંઠોની ભાષા છે પ્રભુ.,charotari,youtube_comments
264,@bipintaviyad968 સાબરકાંઠામાં પણ છે જ.,charotari,youtube_comments
265,પ્રાંતિજ જોડે છે પીલુદ્રા,charotari,youtube_comments
266,@PatelVoice1988 ભેદની વાત જ નથી.. લોકોને ખયાલ આવે એટલે લખ્યું છે.,charotari,youtube_comments
267,જય સદગુરૂ મહારાજ,charotari,youtube_comments
268,વિચારો હલકટ ના સીનાલવા જેવા સે,charotari,youtube_comments
269,છાંટા છાંટા આયેગા.. Mushad ધાર નઈ આયેગા....,charotari,youtube_comments
270,મંગાઓ ખાઈ નાખીએ थोड़ा थोड़ा 😂😂,charotari,youtube_comments
271,😂😂 અમારે કો લાગતા હૈ કી આપના ભાઈબંધ કદાચ ઘર પે બીવી સે લડાઈ કરકે આયે હૈ બાકી આપકા વિડિયો જોરદાર હૈ જોન્ટી ભાઈ 😂😂😂❤🎉,charotari,youtube_comments
272,મુંબઈ જેવો વરસાદ પડવો જોઈએ,charotari,youtube_comments
273,પાર્ટનર મૂડ માં નથી લાગતા આજે 😅,charotari,youtube_comments
274,ડોડા સેકવાના સીઝન આવી ગયા હે,charotari,youtube_comments
275,એક ઉંમરલાયક વ્યક્તિને આપ આ રીતે હેરાન શા માટે કરો છો,charotari,youtube_comments
276,કોઈ ને હેરાન કરવા મઝા આવે આવું તમારી સાથે પણ થશે આવા વિડિયો ને રિપોર્ટ મારો unlike karo,charotari,youtube_comments
277,એક દમ સાચી વાત કરી👌👌👌👌,charotari,youtube_comments
278,સાચી વાત છે જોન્ટી ભાઇ 👌👌👌👍👍,charotari,youtube_comments
279,ભાઈ તમારા વિડીયો મને ખુબજ ગમે છે,charotari,youtube_comments
280,ફુલ મૌજ માં હો ભઈ 😂😂😂,charotari,youtube_comments
281,"😂😂😂 આજે એવા લાગતા હૈ કી ભુક્કા નીકળે ગા ઓર જોન્ટી ભાઈ એન્ડ કંપની દાળવડાં, બટાકા વડા કી પાર્ટી એન્જોય કરેગી 😂😂😂😂😂",charotari,youtube_comments
282,ટોસ્ટ હાંડવો... milan kunj,charotari,youtube_comments
283,વાહ દિનકરભાઈ વાહ તમારા જોક્સ સાંભળીને ખૂબ હસીએ છીએ ખરેખર ખૂબ મજા આવે છે અફસોસ એટલો છે કે અમદાવાદમાં હતા ત્યારે અમે કાર્યક્રમ જોઈ ના શક્યા હવે અમદાવાદ પ્રોગ્રામ કરો તો અમને જરૂર જણાવજો વિડીયો અપલોડ કરતા ને અમારા ધન્યવાદ જય હિન્દ વંદે માતરમ્ કોબા ગાંધીનગર થી ગાભાજી ઠાકોર ક્ષત્રિય,charotari,youtube_comments
284,મને આ ગીત બોવ જ ગમે સે મસ્ત સે હો. જોડીદાર ❤❤❤❤❤,charotari,youtube_comments
285,હુ મહારાષ્ટ્રા થી છૂ પણ મને ગુજરાતી ગમેછે ❤😊,charotari,youtube_comments
286,હું આ એકજ ગીત સાંભળું સુ,charotari,youtube_comments
287,જોવો મારી ડબિંગ વિડીયો કેવી છે 😂 -,charotari,youtube_comments
288,વાઘરી તારી બેન નો હાથ પકડ્યો,charotari,youtube_comments
289,વનરાજભાઈ ખાવડીયા 😆😆😆😆😀😃😄😜,charotari,youtube_comments
290,આ વીડિયો ડિલીટ કર માદર ચોદ😡😡😠😡😠😤😡😡😤😤😡😠😤😡😡😠😤😡😠😤😡😡😤😡😠😤,charotari,youtube_comments
291,આવો અને મને ચુંબન કરો,charotari,youtube_comments
292,"101% સાચી વાત, આમજ કરવું પડે.",charotari,youtube_comments
293,ચલો ભાઈ એ બહાને પૈસા તો નીકળી ગયા,charotari,youtube_comments
294,ફરી નઈ માંગે હવે 😅😅😅,charotari,youtube_comments
295,હાર્દિકભાઈ ભૂલશો નહીં મારે પણ ઉઘરાણી બાકી છે. તમારો ખુબ ખુબ આભાર.😮,charotari,youtube_comments
296,જોરદાર અને જબરજસ્ત છે,charotari,youtube_comments
297,જય શ્રી કષ્ટભંજન દેવ હનુમાનજી 🙏,charotari,youtube_comments
298,જય શ્રી કષ્ટભંજન દેવ,charotari,youtube_comments
299,જય હનુમાન દાદા સારંગપુર,charotari,youtube_comments
300,જય શ્રી રામ જય હનુમાન દાદા,charotari,youtube_comments
301,જય શ્રી કસ્તભંજન દેવ,charotari,youtube_comments
302,જય મહારાજ. જય બજંગ. જય શ્રી રામ.,charotari,youtube_comments
303,જય શ્રી રામ.... કષ્ઠભંજન દેવ ની જય....,charotari,youtube_comments
304,મુના ભાઇ ગણા દિવસો બાદ દેખાણા,charotari,youtube_comments
305,ભાઈ ભાઈ ભાઈ ભાઈ,charotari,youtube_comments
306,ઊજેનનાડોનોવીડીયોબનાવોભાઈદૂલભકશય,charotari,youtube_comments
307,આવા વિડિઓ youtube ma no muko,charotari,youtube_comments
308,"""બીડી નથ પીવી હાલ નીકળ....""🤣🤣🤣👌",charotari,youtube_comments
309,@badhackeryt બેન દીકરી યુ જોતી હોય ને ભાઈ ઇ જોવાયને,charotari,youtube_comments
310,મનોરંજન એની જગ્યાએ બરાબર છે ભાઈ પણ આવા વિડિઓ ના મુકો તો સારું...,charotari,youtube_comments
311,@jaydeepjd5300 ભૈલા ક્લિક થાય પછી ડિસ્કલેઇમર આવે...થમ્બનેઇલ મા જ લખી દે ગાળો છે એમ...,charotari,youtube_comments
312,જય. માતા. જિ. Good. Job,charotari,youtube_comments
313,લાયા લાયા બાવા હિન્દી લાયા...😂😂😂,charotari,youtube_comments
314,જેટલા આવડતા હે એટલા બોલનેકા 🤣🤣,charotari,youtube_comments
315,ગુજરાત નું શાન્તિ નિકેતન,charotari,youtube_comments
316,લક્ષ્મી ની ચાર રહી ગઈ ભાઈ 😉,charotari,youtube_comments
317,પેટલાદ રાધા ઘાટ એ વિડિયો બનાવા આવો❤,charotari,youtube_comments
318,"Please correct the spelling. It's Vidya and not Vidhya. Vidya ( विद्या, વિદ્યા, દ્ + ય + આ = વિદ્યા)",charotari,youtube_comments
319,અમીત ભાઈ તમારા હાસય મારફત તમો જે લોકો નુ દુઃખ દૂર કરો છો તે માટે આભાર વકત કરુ છુ આજે હાસ્ય વિસરાય ગયુ છે કેમકે આજે પતી પત્ની બંને જણા વ્યવસાય મા એવા રોકાયેલા છે હાસય શુ છે તે ભુલાય ગયુ છે તમો જે બોલો છો તે પાકકા અમદાવાદી છો એવુ લાગે છે તમો ને સાંભળી ને ખુબ આનંદ થાય છે આ રીતે આનંદ પીરસતા રહેજો આનંદ આભાર આશીર્વાદ ધન્યવાદ,charotari,youtube_comments
320,મારી મજા પડી ગઈ ખુશી માં. નુતન વર્ષાભિનંદન.,charotari,youtube_comments
321,અમિત ભાઈ તમારી ‌બોલવાની સટાયલ આ વિડીયો મા અલગ લાગી,charotari,youtube_comments
322,મને મજા પડી ❤️❤️❤️❤️❤️😘😘😘😘😊😊😊😊🤗🤗🤗🤗 nice video amit bhai,charotari,youtube_comments
323,અમદાવાદી ભાઈ મજા પડી...,charotari,youtube_comments
324,મને મઝા પડી.. ધન્યવાદ ભાઈ શ્રી,charotari,youtube_comments
325,મને અમિત ભાઈ ના જોક્સ ખુબ ગમે છે,charotari,youtube_comments
326,બોવજ મજા પડી. અમિત ભાઈ.,charotari,youtube_comments
327,મને મજા પડી જય રણછોડ,charotari,youtube_comments
328,મને મઝા પડી nice 💞💞👍👍,charotari,youtube_comments
329,મને બૌજ મઝા પડી અમિત ભાઈ,charotari,youtube_comments
330,મને બહુજ મજા આવી.,charotari,youtube_comments
331,"મને મજા પડી, અમિત ભાઇ તમારા દરેક વિડીયો હું છેક સુધી જોવુ છુ, આખા દિવસનો થાક રાત્રે તમારા જોક્શ સાંભળી ભુલાય જાય.",charotari,youtube_comments
332,મજા તો પડી પણ પાટણ રાણકીવાવ વિશે કંઇક બોલો ભાઈ તમારા જોક્સ રોજ સાભરું છું ખુબ મજા આવે છે,charotari,youtube_comments
333,રાજકોટ વિશે બોલો,charotari,youtube_comments
334,અમીત ભાઈ આજે ગુજરાતી ભાઈ ઓ અંગ્રેજી મા ગુજરાતી કેમ લખે છે જેમકે Bov maza aave se આ ગુજરાતી મા લખવા મા શુ વાંધો આપણે ગુજરાતી છીએ તેનુ ગૈરવ કેમ નથી સમજાતુ નથી હશે તમારી વાત મા ટકોર કરશો આભાર,charotari,youtube_comments
335,અમિત ભાઈ યાર માજા નાં આવી કેમ ખબર નઇ આજે આ વીડિયો માં સાલું હસુજ નાં આવ્યું,charotari,youtube_comments
336,"મને મજા પડી હો….. મારા ધ્યાન મા પેલા પાણી જેવી બીજી એક વાત છે, જ્યારે લાંબી સફર માં લકઝરી બસ મા જતા હોય ને ત્યારે ઘણો ટાઇમ બસ ચાલતી હોય પણ કોઇ એમ નો કે કે મને બેઉ લાગી છે , ને એક જણ હિંમત કરી ને બસ ઊભી રખાવે ને એટલે બધા ઉતરી પડે…… સુસુકી કરવા",charotari,youtube_comments
337,મને મજા અાવી પડી નથી,charotari,youtube_comments
338,મને મજા આવી ગય હો,charotari,youtube_comments
339,મને મજા બહુ પડી.,charotari,youtube_comments
340,વાહ/ અમિત ભાઈ મોજ પડી ગઈ આ વા મજા નાવિડિયો લાવતા લો ભાઈ,charotari,youtube_comments
341,વાહ અમિત ભાઈ વાહ,charotari,youtube_comments
342,અમિત ભાઈએ સાબુદીન ભાઈ રાઠોડ નો અવાજ જ સુપર છે બાકી મહેનત કરજો,charotari,youtube_comments
343,શાહબુદ્દીન રાઠોડ સિવાય કોઈનો અવાજ મેળ આવ્યો નથી,charotari,youtube_comments
344,વાહ વાહ વાહ ભાઈ.. ખૂબ જ સરસ... લોકો અવાજ પર જાય છે.. પણ સ્ટાઈલ અને લઢણ તો મસ્ત અને આત્મવિશ્વાસ થી ભરપુર છે ભાઈ.. મોજ,charotari,youtube_comments
345,હજી થોડી મહેનત વધારે કરવાની જરૂર છે,charotari,youtube_comments
346,અમદાવાદ ની નવી ઓળખ..,charotari,youtube_comments
347,ખુબ સરસ અમીત ભાઈ,charotari,youtube_comments
348,હજૂ વધારે મેહનત કરવાની જરૂર છે,charotari,youtube_comments
349,જમણા હાથ ની કોણી,charotari,youtube_comments
350,Maja avi .... Amara navsad bhai ni jevi moj karavi......navsad saheb Surat nu ઘરેણું અને તમે અમદાવાદ નું મોતી હો સાહેબ....,charotari,youtube_comments
351,પ્રયત્ન સારો છે...પણ હજી મહેનત માંગી લે છે.,charotari,youtube_comments
352,Wah wah jordar kak nava અંદાજ માં અભિનંદન અમિત ભાઈ 💐💐💐,charotari,youtube_comments
353,ભાઈ અમિત તમારાં પોતાનાં અવાજ થીજ મિમિક્રી કરો સારા કલાકાર સાબીત થઈ શકો એમ છો 👍,charotari,youtube_comments
354,જીતુભાઈ ક્યાંય નાહાલે તમે હાલો,charotari,youtube_comments
355,અમિતભાઇ આપશ્રીમા ખૂબ સારી પ્રતિભા છે.... કદાચ ટૂંકા સમયમાં પૂર્ણ સફળતા મળે કે ન મળે.... પરંતુ આપ આપના પ્રયત્નો અતૂટ પણે શરૂ રાખજો... 100 % ગુજરાતના જ નહીં બલ્કે સમગ્ર વિશ્વના ગુજરાતીઓના દિલો પર આપનું રાજ હશે.... અને ખાસ એ કે આપ અન્ય ની મિમિક્રી ખૂબ સારી રીતે કરો છે... પણ મારી એવી ઈચ્છા છે કે મારે તો અમિતભાઈની અંદર રહેલા અમિતભાઇ ને ઓળખવા અને સાંભળવા છે.... BEST OF LUCK DEAR FRIEND..... મારા ગુજરાતનો હાવજ....,charotari,youtube_comments
356,ફરી.વાર પધારો. 27.મીનીટ કેમ.પુરી થઈ ગઈ.જોત.જોતામાં .તે.ખબર જ. ન પડી,charotari,youtube_comments
357,અમિતભાઈ. આપનો પ્રયતન સારો રહ્યો પણ શોધી પણ એક પણ હાશય કલાકાર નો અવાજ બંધ બેચતો નથી .મે લગભગ બધાજ હાચ્ચય કલાકાર ને સાંભળયા સે માટે આપનો પોતાનો અવાજ બરાબર સે,charotari,youtube_comments
358,"વાહ અમિતભાઈ દિલ ખુશ થઈ ગયું.... બધા અવાજો બેસ્ટ હતા.... તમે ખુબ આગળ વધો , અને બધાને ખુબ મોજ કરાવતા રહો ....",charotari,youtube_comments
359,ખુબ જ સુંદર હાસ્ય કલાકાર અને કાર્યક્રમ નવીનતા સભર રજુઆત 😃,charotari,youtube_comments
360,શહાબુદ્દીન રાઠોડ નો અવાજ ઓરીજનલ બાકી બધા કલાકારો ના અવાજ માં ફેર પડે છે,charotari,youtube_comments
361,આ છે જવાબ જય શ્રી કૃષ્ણ,charotari,youtube_comments
362,ષષષષસસસસસસબ્જ સબ સે સબ સબ સબ સબ બ બસ બસ બસ બસ બસ બસ,charotari,youtube_comments
363,અભિનંદન અમિતભાઇ.... 💐💐💐💐💐,charotari,youtube_comments
364,તારો અવાજ. કાઢ. બીજા ના અવાજ. ની પથારી ફેરવમા ભાઈ. હાસ્ય કલાકાર. દીપક. ચૌહાણ.,charotari,youtube_comments
365,હા શ્રીધાત ભાઈ ની મોજ હા મજા આવીગઈ હો સુપર સુપર😊😊😊😊😊😊😊,charotari,youtube_comments
366,વિદ્યાર્થી ને તો corona aave teni khushi છે,charotari,youtube_comments
367,અમીત ભાઈ ઓડીયનસ જુનું ને જુનું જ દેખાય છે કેવી રીતે એડીટ કરો છો ??,charotari,youtube_comments
368,મા બાપ દેવ સમાન,charotari,youtube_comments
369,ઉભાઉભાખાયમાણસોએકળિયુગનીએધાણીછે,charotari,youtube_comments
370,તમારા વિડીયો જોવાથી મગજ એકદમ ફ્રેશ થઈ જાય છે પણ દરોજ એક વિડીયો મોકલો બધા પતી ગયા વારંવાર જોવા પડે છે મુછો ગાયબ કોઈ ખેંચતુ હતુ,charotari,youtube_comments
371,જય શ્રી રાજા મહાકાળી,charotari,youtube_comments
372,જય શ્રી મહાકાળી માં..💓❣️,charotari,youtube_comments
373,જય હો રાજા મહાકાળી,charotari,youtube_comments
374,નેમાજી તેતરાલાલ ફુટી જ્યા,charotari,youtube_comments
375,વાહ નેમાજી તમારો પાડો,charotari,youtube_comments
376,સાહેબ બે ડંડા સંજુ સભ્ય ને ઠોકો વધારે,charotari,youtube_comments
377,ખૂબ ખૂબ આભાર તમારો,charotari,youtube_comments
378,મંગાલાલ આપડો વોટ આખલા ને,charotari,youtube_comments
379,સાવ નાનપણ મા દૂરદર્શન પર ને રેડિયો પર સાંભળતા ને હવે YouTube મા ય તમને સાંભળી છીએ. પણ હજી તમારા થી ધરાયા નથી બોલો. દર રવિવારે સવારે તમારા વિડિયો ચાલુ કરવાના ... બસ આમ જ તમે અવિરત ચાલતા રહો. ❤,charotari,youtube_comments
380,જન્મ દિવસની ખૂબ ખૂબ શુભેચ્છા હાસ્ય સમ્રાટ 🎉,charotari,youtube_comments
381,"વાહ સાહેબ, તમને સાંભળીને જ સુવ છું.",charotari,youtube_comments
382,સાબુદીન બાપુ ને સો સો સલામ સલામ,charotari,youtube_comments
383,"શાહબુદ્દીન રાઠોડ ના હાસ્ય દરબાર માં આધ્યાત્મિક જ્ઞાન, હાસ્ય સાથે આધ્યાત્મિક જ્ઞાન . ખરેખર ખૂબ હસાવો છો, સાથોસાથ જ્ઞાન પીરસો છો. ઈશ્વર આપને તંદુરસ્ત રાખે એવી પ્રાર્થના કરીએ છીએ. લી.સુરેશ ઉત્તમલાલ મહેતા સિકંદરાબાદ ના જય શ્રીકૃષ્ણ",charotari,youtube_comments
384,પ્રથમ પંક્તિમાં પૂર્ણ જ્ઞાન 🙏🙏,charotari,youtube_comments
385,જેટલી વાર સાભળ્યું એટલુ નવુ લાગે છે,charotari,youtube_comments
386,ભગવાન ને ફરિયાદ ના કરે એજ ભક્ત,charotari,youtube_comments
387,સાહેબ જીવનની સાચી સમજણ છે પણ શબ્દો તમારા ઉત્તમ જીવન માઉતારવા અને સમજવા જેવું,charotari,youtube_comments
388,સાહેબ આપની વાતો અને joks વારંવાર સાંભળવા ગમે છે જેમાં હાસ્યરસ સાથે જ્ઞાન રસ સમાયો હોય છે એટલે ખુબજ આંનદ આવે છે 🙏🙏🙏👏👏,charotari,youtube_comments
389,"વાહ સાહેબ, જ્યાં પ્રેમ છે ત્યાં સમસ્યા નથી..ઇસ્ત્રી વાળો પ્રસંગ, સુલતાન ખાન અલ્લાહ માટે સારંગી વગાડ..",charotari,youtube_comments
390,"સાહેબ આપને ઘણા વર્ષોથી સાંભળીએ છીએ, આપની ફિલોસોફી સભર હાસ્ય ને વારંવાર સાંભળીને પણ એટલો જ આંનદ આવે , મારા હિસાબે હાસ્યના બે પ્રકારના ગણાય. પહેલું જબરજસ્તી હાસ્ય અને બીજું જબરદસ્ત હાસ્ય જે તમે પીરસો છો..ધન્યછો સાહેબ..",charotari,youtube_comments
391,સાબુદીનભાઇ વજુભાઈવાળા કેવા હતા તે તમને ખબર છે?🙏🙏🙏,charotari,youtube_comments
392,જન્મદિવસની સ્વસ્થ સતાયુ શુભેચ્છાઓ,charotari,youtube_comments
393,"💐💐 જન્મદિવસની હાર્દિક શુભકામના સર,🎂🎊🎉",charotari,youtube_comments
394,તમે તો હાસ્ય કલાકાર છો માણસની ઉંમર વધી જાય,charotari,youtube_comments
395,"લાભુ મેરાઈ નો જોક, યુરોપીયન ઇ યુરોપિયન",charotari,youtube_comments
396,તમને રોજે સંભાળુ શુ,charotari,youtube_comments
397,❤❤❤❤❤મજા આવી ગય હા.......🤣🤣🤣🤣🤣👌👌👌,charotari,youtube_comments
398,હાવ સાચું છે હો અમે અમદાવાદના તમે ક્યાંના,charotari,youtube_comments
399,😊😊 મસ્ત કોમેડી રમેશ મહેતા ભલા ભલા મુનજી હોય તો એ પણ હસી હસીને ને લોટપોટ થઇ જાય હો 😅😅😮😮😮😂😂😂,charotari,youtube_comments
400,"ધન્યવાદ,મજા આવી ગઈ.",charotari,youtube_comments
401,ઓહ ઓહ ઓહ ઓહ ઓહ ઓહ ઓહ,charotari,youtube_comments
402,ગુજરાતી અભિનેતા રમેશ મહેતા નંબર વન હાસ્ય કલાકાર ફિલ્મો માં I Miss You Old Is Gold,charotari,youtube_comments
403,રમેશ મહેતા ઈઝ ઓલવેઝ હીટ!,charotari,youtube_comments
404,રમેશ મહેતા જે રાજા ભોજ ની વાત કરે છે એ કયા ફિલ્મ નો સિન છે......,charotari,youtube_comments
405,રમેશ ની કમાલ છે હો ભાઈ,charotari,youtube_comments
406,"વાહ ક્યાં બાત હે રમેશ મહેતા,,,,",charotari,youtube_comments
407,કોણ કોણ ૨૦૨૧ મા જોવે છે આ 🤣,charotari,youtube_comments
408,@ukaniminaj897 ઇઇઇઇઇઇઇ,charotari,youtube_comments
409,Manish Joshi ।ગપયણભતઘતબઠતડત,charotari,youtube_comments
410,રમેશ મહેતા ભારતનું રત્ન અમર રહો,charotari,youtube_comments
411,ભજીયા ની મોજ હા ભાઈ હા,charotari,youtube_comments
412,🌹ખુબ સરસ 🌹🙏જયમાતાજી 🙏🌹,charotari,youtube_comments
413,ડાબા હાથે પાડે સે. ડાબો હાથ શું કરવાનો હોય,charotari,youtube_comments
414,ભજીયા નો વિડીયો ખૂબ સારો છે. રવિનાબેન નો ખૂબ અભિનય સારો છે. જે બીજા બેન છે તે પણ કાંઈ અભિનય ખોટ નથી. અમને જોઈને ભજીયા ખાવાનું મન થઈ ગયું કારણ કે અમે જોઈએ છે ત્યારે બહાર વરસાદ પડી રહ્યો છે. ખુબ ખુબ ધન્યવાદ. જય હિન્દ વંદે માતરમ. કલાકારોની ટીમ ખૂબ સારી છે બધાનો અભિનય સારો છે. જય હિન્દ વંદે માતરમ ત્રાગડ ચાંદખેડાથી ગાભાજી ઠાકોર,charotari,youtube_comments
415,સરસ રવિના બોન પહેલી કમેન્ટ મારી ભજીયા મને બહુ ભાવે છે...... ....... .....,charotari,youtube_comments
