id,sentence,dialect,source
226,તમે પેસા માટે પવિત્ર રામાયણ ને હાસ્ય માટે ઉપયોગ કરો છો.આ યોગ્ય નથી.,charotari,balanced
227,અમારા મોજીલા મેહોના વાળા ની ઉડાવા ની જરૂર નથી માયા ભાઇ વિશ્વ સૌથી સુંદર ભાષા છે,charotari,balanced
228,માયા ભાઈ આ દીલ ની વાત.....ખોપડી માં કાણાં.....એને ના સમજાય જય શ્રી દ્વારકાધીશ,charotari,balanced
229,વાહ માયા ભાઈ વાહ,charotari,balanced
230,મહેસાણા ભાષા આવી નથી અને મહેસાણા વાળા મૂરખા નથી તુ મૂરખો છે,charotari,balanced
231,"મહેસાણા આવી જ છે, મૂર્ખ માયાભાઈ આહિર નહીં,મૂર્ખ તો તુ છે! 😆😆😆😂",charotari,balanced
232,સુરેન્દ્રનગર નરોડા અને મહેસાણા ની સ્ત્રી ઓ ની ભાષા બહુ ગમ્ય હોઈ છે,charotari,balanced
233,આ ભાષા આધ્યાત્મ અને ભક્તિની છે..,charotari,balanced
234,"ભાષા નહીં, ભાવ પકડો, ગામથી બોલીમાં ઘણા શાસ્ત્રો નો સાર છે, ધન્ય હો ગોપાલ,",charotari,balanced
235,મેહોણી એટલે મેહોણી હો ભઈ,charotari,balanced
236,પિલુન્દ્રા ગામ ...જય સદ્ ગુરુદેવ....,charotari,balanced
237,"Jordar....vachn ... નાની ઉંમર માં મોટા વચન.. આટલો હેવી મેસેજ આટલી સરળ તાથી... વાહ ગુરુ વાહ...👍🏻👍🏻👍🏻 મેહસાણા ,, બનાહકોથી",charotari,balanced
238,જય સ્વામિનારાયણ,charotari,balanced
239,જય હો મારા વાલા જય હો 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,charotari,balanced
240,હૈ.કુસણ.ધણી.ઇજજત.આબરુ.તમે.બધાની.રાખજો,charotari,balanced
241,આતો સાબરકાંઠા ની ભાષા હો ભાઈ જય સદગુરુદેવ,charotari,balanced
242,હા તમારું સાબરકાંઠા...,charotari,balanced
243,જય હો ગોપાલદાસ બાપુ ખુબ સરસ વાણિ તમારી ભાષામાં ખૂબ જ અમૃત રસ છે,charotari,balanced
244,ભાઈ આતો સાબરકાંઠાની બોલી છે......,charotari,balanced
245,અસ્સલ mehoni ભાષા છે.....,charotari,balanced
246,જય સદ્દગુરુ દેવ,charotari,balanced
247,ઈડર ની ભાષા છે મહેસાણા ની નથી,charotari,balanced
248,ભાષા નહીં ઉપદેશ મહત્વ ધરાવે છે,charotari,balanced
249,ભાઈ આ સાબરકાઠા ભાષા છે.,charotari,balanced
250,"વાહ જબબરજસ્ત, મજા આવી ગઈ",charotari,balanced
251,સત ની વાણી જય હો ગોપાલ બાપુ,charotari,balanced
252,પણ તમે લોકો ની વાત કેમ કરો છે,charotari,balanced
253,વિડિયો બનાવનાર ભાષા ઓળખી શકતા નથી આ ઈડર મલક અટલે સાબરકાંઠા જિલ્લા ની ભાષા છે,charotari,balanced
254,આ અસલ સાબરકાંઠાની ભાષા છે મેહોણાની નથી. મારા બાજુના ગામમાં જ રયે છે. પિલુદ્રા.,charotari,balanced
255,આ સાબરકાંઠા જિલ્લાની ભાષા છે મહેસાણા ની નથી,charotari,balanced
256,ગોંધીનગર સાબરકાંઠોની ભાષા છે પ્રભુ.,charotari,balanced
257,@bipintaviyad968 સાબરકાંઠામાં પણ છે જ.,charotari,balanced
258,પ્રાંતિજ જોડે છે પીલુદ્રા,charotari,balanced
259,@PatelVoice1988 ભેદની વાત જ નથી.. લોકોને ખયાલ આવે એટલે લખ્યું છે.,charotari,balanced
260,જય સદગુરૂ મહારાજ,charotari,balanced
261,વિચારો હલકટ ના સીનાલવા જેવા સે,charotari,balanced
262,છાંટા છાંટા આયેગા.. Mushad ધાર નઈ આયેગા....,charotari,balanced
263,મંગાઓ ખાઈ નાખીએ थोड़ा थोड़ा 😂😂,charotari,balanced
264,😂😂 અમારે કો લાગતા હૈ કી આપના ભાઈબંધ કદાચ ઘર પે બીવી સે લડાઈ કરકે આયે હૈ બાકી આપકા વિડિયો જોરદાર હૈ જોન્ટી ભાઈ 😂😂😂❤🎉,charotari,balanced
265,મુંબઈ જેવો વરસાદ પડવો જોઈએ,charotari,balanced
266,પાર્ટનર મૂડ માં નથી લાગતા આજે 😅,charotari,balanced
267,ડોડા સેકવાના સીઝન આવી ગયા હે,charotari,balanced
268,એક ઉંમરલાયક વ્યક્તિને આપ આ રીતે હેરાન શા માટે કરો છો,charotari,balanced
269,કોઈ ને હેરાન કરવા મઝા આવે આવું તમારી સાથે પણ થશે આવા વિડિયો ને રિપોર્ટ મારો unlike karo,charotari,balanced
270,એક દમ સાચી વાત કરી👌👌👌👌,charotari,balanced
271,સાચી વાત છે જોન્ટી ભાઇ 👌👌👌👍👍,charotari,balanced
272,ભાઈ તમારા વિડીયો મને ખુબજ ગમે છે,charotari,balanced
273,ફુલ મૌજ માં હો ભઈ 😂😂😂,charotari,balanced
274,"😂😂😂 આજે એવા લાગતા હૈ કી ભુક્કા નીકળે ગા ઓર જોન્ટી ભાઈ એન્ડ કંપની દાળવડાં, બટાકા વડા કી પાર્ટી એન્જોય કરેગી 😂😂😂😂😂",charotari,balanced
275,વાહ દિનકરભાઈ વાહ તમારા જોક્સ સાંભળીને ખૂબ હસીએ છીએ ખરેખર ખૂબ મજા આવે છે અફસોસ એટલો છે કે અમદાવાદમાં હતા ત્યારે અમે કાર્યક્રમ જોઈ ના શક્યા હવે અમદાવાદ પ્રોગ્રામ કરો તો અમને જરૂર જણાવજો વિડીયો અપલોડ કરતા ને અમારા ધન્યવાદ જય હિન્દ વંદે માતરમ્ કોબા ગાંધીનગર થી ગાભાજી ઠાકોર ક્ષત્રિય,charotari,balanced
276,મને આ ગીત બોવ જ ગમે સે મસ્ત સે હો. જોડીદાર ❤❤❤❤❤,charotari,balanced
277,હુ મહારાષ્ટ્રા થી છૂ પણ મને ગુજરાતી ગમેછે ❤😊,charotari,balanced
278,હું આ એકજ ગીત સાંભળું સુ,charotari,balanced
279,જોવો મારી ડબિંગ વિડીયો કેવી છે 😂 -,charotari,balanced
280,વાઘરી તારી બેન નો હાથ પકડ્યો,charotari,balanced
281,વનરાજભાઈ ખાવડીયા 😆😆😆😆😀😃😄😜,charotari,balanced
282,આવો અને મને ચુંબન કરો,charotari,balanced
283,"101% સાચી વાત, આમજ કરવું પડે.",charotari,balanced
284,ચલો ભાઈ એ બહાને પૈસા તો નીકળી ગયા,charotari,balanced
285,ફરી નઈ માંગે હવે 😅😅😅,charotari,balanced
286,હાર્દિકભાઈ ભૂલશો નહીં મારે પણ ઉઘરાણી બાકી છે. તમારો ખુબ ખુબ આભાર.😮,charotari,balanced
287,જોરદાર અને જબરજસ્ત છે,charotari,balanced
288,જય શ્રી કષ્ટભંજન દેવ હનુમાનજી 🙏,charotari,balanced
289,જય શ્રી કષ્ટભંજન દેવ,charotari,balanced
290,જય હનુમાન દાદા સારંગપુર,charotari,balanced
291,જય શ્રી રામ જય હનુમાન દાદા,charotari,balanced
292,જય શ્રી કસ્તભંજન દેવ,charotari,balanced
293,જય મહારાજ. જય બજંગ. જય શ્રી રામ.,charotari,balanced
294,જય શ્રી રામ.... કષ્ઠભંજન દેવ ની જય....,charotari,balanced
295,મુના ભાઇ ગણા દિવસો બાદ દેખાણા,charotari,balanced
296,ભાઈ ભાઈ ભાઈ ભાઈ,charotari,balanced
297,ઊજેનનાડોનોવીડીયોબનાવોભાઈદૂલભકશય,charotari,balanced
298,"""બીડી નથ પીવી હાલ નીકળ....""🤣🤣🤣👌",charotari,balanced
299,@badhackeryt બેન દીકરી યુ જોતી હોય ને ભાઈ ઇ જોવાયને,charotari,balanced
300,મનોરંજન એની જગ્યાએ બરાબર છે ભાઈ પણ આવા વિડિઓ ના મુકો તો સારું...,charotari,balanced
301,@jaydeepjd5300 ભૈલા ક્લિક થાય પછી ડિસ્કલેઇમર આવે...થમ્બનેઇલ મા જ લખી દે ગાળો છે એમ...,charotari,balanced
302,લાયા લાયા બાવા હિન્દી લાયા...😂😂😂,charotari,balanced
303,જેટલા આવડતા હે એટલા બોલનેકા 🤣🤣,charotari,balanced
304,ગુજરાત નું શાન્તિ નિકેતન,charotari,balanced
305,લક્ષ્મી ની ચાર રહી ગઈ ભાઈ 😉,charotari,balanced
306,પેટલાદ રાધા ઘાટ એ વિડિયો બનાવા આવો❤,charotari,balanced
307,મારી મજા પડી ગઈ ખુશી માં. નુતન વર્ષાભિનંદન.,charotari,balanced
308,અમિત ભાઈ તમારી ‌બોલવાની સટાયલ આ વિડીયો મા અલગ લાગી,charotari,balanced
309,અમદાવાદી ભાઈ મજા પડી...,charotari,balanced
310,મને મઝા પડી.. ધન્યવાદ ભાઈ શ્રી,charotari,balanced
311,મને અમિત ભાઈ ના જોક્સ ખુબ ગમે છે,charotari,balanced
312,બોવજ મજા પડી. અમિત ભાઈ.,charotari,balanced
313,મને મજા પડી જય રણછોડ,charotari,balanced
314,મને મઝા પડી nice 💞💞👍👍,charotari,balanced
315,મને બૌજ મઝા પડી અમિત ભાઈ,charotari,balanced
316,મને બહુજ મજા આવી.,charotari,balanced
317,"મને મજા પડી, અમિત ભાઇ તમારા દરેક વિડીયો હું છેક સુધી જોવુ છુ, આખા દિવસનો થાક રાત્રે તમારા જોક્શ સાંભળી ભુલાય જાય.",charotari,balanced
318,મજા તો પડી પણ પાટણ રાણકીવાવ વિશે કંઇક બોલો ભાઈ તમારા જોક્સ રોજ સાભરું છું ખુબ મજા આવે છે,charotari,balanced
319,રાજકોટ વિશે બોલો,charotari,balanced
320,અમીત ભાઈ આજે ગુજરાતી ભાઈ ઓ અંગ્રેજી મા ગુજરાતી કેમ લખે છે જેમકે Bov maza aave se આ ગુજરાતી મા લખવા મા શુ વાંધો આપણે ગુજરાતી છીએ તેનુ ગૈરવ કેમ નથી સમજાતુ નથી હશે તમારી વાત મા ટકોર કરશો આભાર,charotari,balanced
321,અમિત ભાઈ યાર માજા નાં આવી કેમ ખબર નઇ આજે આ વીડિયો માં સાલું હસુજ નાં આવ્યું,charotari,balanced
322,"મને મજા પડી હો….. મારા ધ્યાન મા પેલા પાણી જેવી બીજી એક વાત છે, જ્યારે લાંબી સફર માં લકઝરી બસ મા જતા હોય ને ત્યારે ઘણો ટાઇમ બસ ચાલતી હોય પણ કોઇ એમ નો કે કે મને બેઉ લાગી છે , ને એક જણ હિંમત કરી ને બસ ઊભી રખાવે ને એટલે બધા ઉતરી પડે…… સુસુકી કરવા",charotari,balanced
323,મને મજા અાવી પડી નથી,charotari,balanced
324,મને મજા આવી ગય હો,charotari,balanced
325,મને મજા બહુ પડી.,charotari,balanced
326,વાહ/ અમિત ભાઈ મોજ પડી ગઈ આ વા મજા નાવિડિયો લાવતા લો ભાઈ,charotari,balanced
327,વાહ અમિત ભાઈ વાહ,charotari,balanced
328,અમિત ભાઈએ સાબુદીન ભાઈ રાઠોડ નો અવાજ જ સુપર છે બાકી મહેનત કરજો,charotari,balanced
329,શાહબુદ્દીન રાઠોડ સિવાય કોઈનો અવાજ મેળ આવ્યો નથી,charotari,balanced
330,વાહ વાહ વાહ ભાઈ.. ખૂબ જ સરસ... લોકો અવાજ પર જાય છે.. પણ સ્ટાઈલ અને લઢણ તો મસ્ત અને આત્મવિશ્વાસ થી ભરપુર છે ભાઈ.. મોજ,charotari,balanced
331,હજી થોડી મહેનત વધારે કરવાની જરૂર છે,charotari,balanced
332,અમદાવાદ ની નવી ઓળખ..,charotari,balanced
333,ખુબ સરસ અમીત ભાઈ,charotari,balanced
334,હજૂ વધારે મેહનત કરવાની જરૂર છે,charotari,balanced
335,જમણા હાથ ની કોણી,charotari,balanced
336,પ્રયત્ન સારો છે...પણ હજી મહેનત માંગી લે છે.,charotari,balanced
337,Wah wah jordar kak nava અંદાજ માં અભિનંદન અમિત ભાઈ 💐💐💐,charotari,balanced
338,ભાઈ અમિત તમારાં પોતાનાં અવાજ થીજ મિમિક્રી કરો સારા કલાકાર સાબીત થઈ શકો એમ છો 👍,charotari,balanced
339,જીતુભાઈ ક્યાંય નાહાલે તમે હાલો,charotari,balanced
340,ફરી.વાર પધારો. 27.મીનીટ કેમ.પુરી થઈ ગઈ.જોત.જોતામાં .તે.ખબર જ. ન પડી,charotari,balanced
341,અમિતભાઈ. આપનો પ્રયતન સારો રહ્યો પણ શોધી પણ એક પણ હાશય કલાકાર નો અવાજ બંધ બેચતો નથી .મે લગભગ બધાજ હાચ્ચય કલાકાર ને સાંભળયા સે માટે આપનો પોતાનો અવાજ બરાબર સે,charotari,balanced
342,"વાહ અમિતભાઈ દિલ ખુશ થઈ ગયું.... બધા અવાજો બેસ્ટ હતા.... તમે ખુબ આગળ વધો , અને બધાને ખુબ મોજ કરાવતા રહો ....",charotari,balanced
343,ખુબ જ સુંદર હાસ્ય કલાકાર અને કાર્યક્રમ નવીનતા સભર રજુઆત 😃,charotari,balanced
344,શહાબુદ્દીન રાઠોડ નો અવાજ ઓરીજનલ બાકી બધા કલાકારો ના અવાજ માં ફેર પડે છે,charotari,balanced
345,આ છે જવાબ જય શ્રી કૃષ્ણ,charotari,balanced
346,ષષષષસસસસસસબ્જ સબ સે સબ સબ સબ સબ બ બસ બસ બસ બસ બસ બસ,charotari,balanced
347,અભિનંદન અમિતભાઇ.... 💐💐💐💐💐,charotari,balanced
348,તારો અવાજ. કાઢ. બીજા ના અવાજ. ની પથારી ફેરવમા ભાઈ. હાસ્ય કલાકાર. દીપક. ચૌહાણ.,charotari,balanced
349,હા શ્રીધાત ભાઈ ની મોજ હા મજા આવીગઈ હો સુપર સુપર😊😊😊😊😊😊😊,charotari,balanced
350,અમીત ભાઈ ઓડીયનસ જુનું ને જુનું જ દેખાય છે કેવી રીતે એડીટ કરો છો ??,charotari,balanced
351,મા બાપ દેવ સમાન,charotari,balanced
352,ઉભાઉભાખાયમાણસોએકળિયુગનીએધાણીછે,charotari,balanced
353,તમારા વિડીયો જોવાથી મગજ એકદમ ફ્રેશ થઈ જાય છે પણ દરોજ એક વિડીયો મોકલો બધા પતી ગયા વારંવાર જોવા પડે છે મુછો ગાયબ કોઈ ખેંચતુ હતુ,charotari,balanced
354,જય શ્રી રાજા મહાકાળી,charotari,balanced
355,જય શ્રી મહાકાળી માં..💓❣️,charotari,balanced
356,જય હો રાજા મહાકાળી,charotari,balanced
357,નેમાજી તેતરાલાલ ફુટી જ્યા,charotari,balanced
358,વાહ નેમાજી તમારો પાડો,charotari,balanced
359,સાહેબ બે ડંડા સંજુ સભ્ય ને ઠોકો વધારે,charotari,balanced
360,ખૂબ ખૂબ આભાર તમારો,charotari,balanced
361,મંગાલાલ આપડો વોટ આખલા ને,charotari,balanced
362,સાવ નાનપણ મા દૂરદર્શન પર ને રેડિયો પર સાંભળતા ને હવે YouTube મા ય તમને સાંભળી છીએ. પણ હજી તમારા થી ધરાયા નથી બોલો. દર રવિવારે સવારે તમારા વિડિયો ચાલુ કરવાના ... બસ આમ જ તમે અવિરત ચાલતા રહો. ❤,charotari,balanced
363,જન્મ દિવસની ખૂબ ખૂબ શુભેચ્છા હાસ્ય સમ્રાટ 🎉,charotari,balanced
364,"વાહ સાહેબ, તમને સાંભળીને જ સુવ છું.",charotari,balanced
365,સાબુદીન બાપુ ને સો સો સલામ સલામ,charotari,balanced
366,"શાહબુદ્દીન રાઠોડ ના હાસ્ય દરબાર માં આધ્યાત્મિક જ્ઞાન, હાસ્ય સાથે આધ્યાત્મિક જ્ઞાન . ખરેખર ખૂબ હસાવો છો, સાથોસાથ જ્ઞાન પીરસો છો. ઈશ્વર આપને તંદુરસ્ત રાખે એવી પ્રાર્થના કરીએ છીએ. લી.સુરેશ ઉત્તમલાલ મહેતા સિકંદરાબાદ ના જય શ્રીકૃષ્ણ",charotari,balanced
367,પ્રથમ પંક્તિમાં પૂર્ણ જ્ઞાન 🙏🙏,charotari,balanced
368,જેટલી વાર સાભળ્યું એટલુ નવુ લાગે છે,charotari,balanced
369,ભગવાન ને ફરિયાદ ના કરે એજ ભક્ત,charotari,balanced
370,સાહેબ જીવનની સાચી સમજણ છે પણ શબ્દો તમારા ઉત્તમ જીવન માઉતારવા અને સમજવા જેવું,charotari,balanced
371,સાહેબ આપની વાતો અને joks વારંવાર સાંભળવા ગમે છે જેમાં હાસ્યરસ સાથે જ્ઞાન રસ સમાયો હોય છે એટલે ખુબજ આંનદ આવે છે 🙏🙏🙏👏👏,charotari,balanced
372,"વાહ સાહેબ, જ્યાં પ્રેમ છે ત્યાં સમસ્યા નથી..ઇસ્ત્રી વાળો પ્રસંગ, સુલતાન ખાન અલ્લાહ માટે સારંગી વગાડ..",charotari,balanced
373,"સાહેબ આપને ઘણા વર્ષોથી સાંભળીએ છીએ, આપની ફિલોસોફી સભર હાસ્ય ને વારંવાર સાંભળીને પણ એટલો જ આંનદ આવે , મારા હિસાબે હાસ્યના બે પ્રકારના ગણાય. પહેલું જબરજસ્તી હાસ્ય અને બીજું જબરદસ્ત હાસ્ય જે તમે પીરસો છો..ધન્યછો સાહેબ..",charotari,balanced
374,સાબુદીનભાઇ વજુભાઈવાળા કેવા હતા તે તમને ખબર છે?🙏🙏🙏,charotari,balanced
375,જન્મદિવસની સ્વસ્થ સતાયુ શુભેચ્છાઓ,charotari,balanced
376,"💐💐 જન્મદિવસની હાર્દિક શુભકામના સર,🎂🎊🎉",charotari,balanced
377,તમે તો હાસ્ય કલાકાર છો માણસની ઉંમર વધી જાય,charotari,balanced
378,"લાભુ મેરાઈ નો જોક, યુરોપીયન ઇ યુરોપિયન",charotari,balanced
379,તમને રોજે સંભાળુ શુ,charotari,balanced
380,હાવ સાચું છે હો અમે અમદાવાદના તમે ક્યાંના,charotari,balanced
381,😊😊 મસ્ત કોમેડી રમેશ મહેતા ભલા ભલા મુનજી હોય તો એ પણ હસી હસીને ને લોટપોટ થઇ જાય હો 😅😅😮😮😮😂😂😂,charotari,balanced
382,"ધન્યવાદ,મજા આવી ગઈ.",charotari,balanced
383,ઓહ ઓહ ઓહ ઓહ ઓહ ઓહ ઓહ,charotari,balanced
384,ગુજરાતી અભિનેતા રમેશ મહેતા નંબર વન હાસ્ય કલાકાર ફિલ્મો માં I Miss You Old Is Gold,charotari,balanced
385,રમેશ મહેતા ઈઝ ઓલવેઝ હીટ!,charotari,balanced
386,રમેશ મહેતા જે રાજા ભોજ ની વાત કરે છે એ કયા ફિલ્મ નો સિન છે......,charotari,balanced
387,રમેશ ની કમાલ છે હો ભાઈ,charotari,balanced
388,"વાહ ક્યાં બાત હે રમેશ મહેતા,,,,",charotari,balanced
389,કોણ કોણ ૨૦૨૧ મા જોવે છે આ 🤣,charotari,balanced
390,Manish Joshi ।ગપયણભતઘતબઠતડત,charotari,balanced
391,રમેશ મહેતા ભારતનું રત્ન અમર રહો,charotari,balanced
392,ભજીયા ની મોજ હા ભાઈ હા,charotari,balanced
393,🌹ખુબ સરસ 🌹🙏જયમાતાજી 🙏🌹,charotari,balanced
394,ડાબા હાથે પાડે સે. ડાબો હાથ શું કરવાનો હોય,charotari,balanced
395,સરસ રવિના બોન પહેલી કમેન્ટ મારી ભજીયા મને બહુ ભાવે છે...... ....... .....,charotari,balanced
396,લાંબો થઇ ગયો 😀😀ધરે વયો જાને બકડીયુ લયને 😀એને ખાતાજ આવડે છે 😀 હસવા ની કોમેન્ટ છે 😀 તમે વીડીયો હસવા માટે બનાવો 😀મે કોમેન્ટ હસવા સારું લખી છે 😀,charotari,balanced
397,😀માથે કેમ પડે છે 😀,charotari,balanced
398,લોટ નથી સારો 😀😀પાસા આવડૈ તો સેને ખાઇ એવા બનાવજે,charotari,balanced
399,😂😂😂😂😂 વાહ મજા આવી ગઈ જોવા ની,charotari,balanced
400,હા તમારી મોજ હા,charotari,balanced
401,જય શ્રી કૃષ્ણ🙏 હર હર મહાદેવ હર🙏🙏 ખૂબ ખૂબ જ સરસ👍,charotari,balanced
402,બેન તમારી કૉમેડી પણ એવી છેને જોતા જોતા હસી😂 રોકાયા નહી 😂😂,charotari,balanced
403,તમારી કૉમેડી ફિલ્મ બાકી 😂😂😂હસી હસીને ગોટા વળીજાયે 😂😂😂😊,charotari,balanced
404,સાચી વાત છે ભાઈ,charotari,balanced
405,સાચી વાત છે ભાઈ 🎉,charotari,balanced
406,ગભા ને લ્યાવો ને ભા,charotari,balanced
407,જય ભોલેનાથ દાદા,charotari,balanced
408,Hitesh bhai ગભા ને 01 વાર સ્ટેજ ઉપર લાવોને.,charotari,balanced
409,~બેહનો~ / બહેનો માત્રુભાષા નું માન જાળવીએ.,charotari,balanced
410,તુ.ખોટ.છે.ભાઇ.વાત.વગર.નિ.વાત.કરે.છે,charotari,balanced
411,તાલુકો નડીયાદ જીખેડાગામદેગામરાઠોડકનુભાઈ કે મિત્રો ને વિનંતી જય ખોડીયાર માં,charotari,balanced
412,સાચી વાત છે બેન તમારી,charotari,balanced
413,સાચી વાત છે બેન❤,charotari,balanced
414,ભાલ ની ભાષા લાગેસે,charotari,balanced
415,જમાઈ ઘેલા સાસુ 😃 જબરદસ્ત performance 😂,charotari,balanced
416,બેન વિડીયો તો ઘણા જોયા પણ જે તમે વિડીયો બનાવો છો ને ઈ રીયલ લાગે છે,charotari,balanced
417,કેટલી બધી વાર મે આ વીડિયો જોયો ખૂબજ મજા આવે છે સિધ્ધાર્થ ભાઈ અને તેજલ બેન જોરદાર છે,charotari,balanced
418,ખુબજ મજા આવે છે😅😮😊,charotari,balanced
419,આઉદિચ્ય બ્રાહ્મણ 🤭😍,charotari,balanced
420,ખૂબ સરસ વિડિયો છે,charotari,balanced
421,ખૂબ સરસ મજાની કોમેડી,charotari,balanced
422,કેમ છો બધા મજા માં 🤝💐,charotari,balanced
423,"hi, Friends... ગુજરાતી ફુલ કોમેડી વીડિયો આપણી યૂટ્યુબ ચેનલ ઝાલાવાડી બોયઝ પર.. જો તમને પસંદ આવે તો તેને લાઈક, શેર અને સબસ્ક્રાઈબ કરજો.... જય માતાજી",charotari,balanced
424,જય શ્રી દ્વારકાધીશ 🚩❤😂😂😂,charotari,balanced
425,વાહ તેજલબેન જોરદાર,charotari,balanced
426,સુપર આક્ટિંગ થી મજા આવીગઇ vah,charotari,balanced
427,આ આપણો જેઠાલાલ છે ✋,charotari,balanced
428,ભુલીગઇમૉતીનૉહાર રાકૅશ બારૉટ,charotari,balanced
429,શેરબજાર ફિ મા શિખવા માટે ગુજ્જુ Trader,charotari,balanced
430,લસણ ગમે ત્યારે ખાવાથી ફાયદો થાય છે......,charotari,balanced
431,સિદ્ધાર્થ સર ની મજા જ કંઈક અલગ છે..,charotari,balanced
432,👌👌આખા ઘર માં આ બાથરૂમ જ એવી જગ્યા છે કે જ્યાં માનસિક શાંતિ મળે 😃😃,charotari,balanced
433,નોકરી કરતા હોય તો કરો રાજકારણમાં ના પઙો,charotari,balanced
434,8મો મહિનો સિદ્ધાર્થ ભાઈ,charotari,balanced
435,મીની આતંકવાદી અને આતંકવાદી ઘરે ઘરે છે,charotari,balanced
436,બહુ સરસ આવું જ બીજું જોરદાર સાંભળવા માટે નીચેની લીંક પર ક્લિક કરો👇👇👇👇👇😂😂😂😂😂,charotari,balanced
437,ગજબનો કોમેડિયન છે મને પન લો તમારી સાથે કામ કરવા માટે,charotari,balanced
438,વાહ સારું પણ દૂપ શ્રદ્ધા નો વિષય છે મચછર માટે નથી નાના મજાક માટે કોઈ ની શ્રદ્ધા ને ઠેશ લાગે 🙏,charotari,balanced
439,કોઈએ બાપ ના સમ આપ્યાં હતાં કે પરણ્યો? હજુ મોડું નથી થયું ઘર છોડીને બાવો થઈ જા 😂,charotari,balanced
440,સર phના કેસની વિગત આપો સર પ્લીઝ સર,charotari,balanced
441,મારા અહીંયા પટેલિયો સેક્રેટરી છે,charotari,balanced
442,તમારો સ્વભાવ એવો લાગે છે નહીતો હાસ્યમાં તમને insaltig ના લાગત,charotari,balanced
443,મજાક ને મજાક ની જેમ લેવા વિનંતી 🙏,charotari,balanced
444,સોફની એઝિંગ એક્ટરને ક્યારેય 😂😂,charotari,balanced
445,ખૂબજ સરસ મજાની વાત સે,charotari,balanced
446,મને નાહવા ની પાણી એપો,charotari,balanced
447,પત્નીઓ ne ગાળો kai રીતે આપવી એ કોઈ તમારી પાસેથી શીખે.... શરમ કરો......,charotari,balanced
448,અલ્પેશ ઠાકોર ના કુટુંબ ના છીએ મેં પણ ભાગીને લગ્ન કર્યા,charotari,balanced
449,ગજબ નું ટાઈમિંગ,charotari,balanced
450,આવુ બધુ હોયતો મારે,charotari,balanced
451,મેં પણ ઘણીવાર જોયો 😀😀😀😀,charotari,balanced
452,હસી હસીને મારા બોબલા દુખે છે,charotari,balanced
453,ભરો!! માંગ મારી ભરો!!,charotari,balanced
454,મને લાગતું જ હતું કે તું ગુજરાતી હસે lol,charotari,balanced
455,પારસી અને બોરી (વોહરા)લોકો ની ભાષા પણ ઉમેરી હોત તો સરસ!,charotari,balanced
456,બધી બોલીઓ બોલાય ત્યારે શુધ્ધ જ હોય છે. જ્યારે લખવામાં આવે ત્યારે સરળતા ખાતર એક બોલીને કેટલાક ફેરફારો સાથે standard કે શુધ્ધ ભાષા તરીકે સ્વીકારવામાં આવે છે..,charotari,balanced
457,4 અમદાવાદી છે કે મહેસાણી?,charotari,balanced
458,ભઈ મેહોણા તો જબરું સ હો 😂🔥,charotari,balanced
459,૧) દક્ષિણ ગુજરાત (સુરતી) ૨) પશ્ચિમ ગુજરાત (કાઠીયાવાડ) ૩) N.R.I ગુજરાતી ૪) મધ્ય ગુજરાત (ચરોતરી) ૫) ❌ ૬) ઉત્તર ગુજરાત (પટણી) ૭) પશ્ચિમ ગુજરાત (કાઠીયાવાડ) ૮) N.R.I ગુજરાતી ૯) કચ્છી ૧૦) સુધરેલા મોટા માણસો ની શુદ્ધ ગુજરાતી 🤣😅,charotari,balanced
460,nimi vashi ૧) દક્ષિણ ગુજરાત (સુરતી) ૨) પશ્ચિમ ગુજરાત (કાઠીયાવાડ) ૩) N.R.I ગુજરાતી ૪) મધ્ય ગુજરાત (ચરોતરી) ૫) ❌ ૬) ઉત્તર ગુજરાત (પટણી) ૭) પશ્ચિમ ગુજરાત (કાઠીયાવાડ) ૮) N.R.I ગુજરાતી ૯) કચ્છી ૧૦) સુધરેલા મોટા માણસો ની શુદ્ધ ગુજરાતી 🤣😅,charotari,balanced
461,કાઠિયાવાડી બોલ્યું કે નય...😅😅,charotari,balanced
462,"સૌરાષ્ટ્રમાં ય રાજકોટ સિવાય અલગ અલગ ઢબ છે. ભાવનગર, જામનગર, જૂનાગઢ!",charotari,balanced
463,જય જય ગરવી ગુજરાત,charotari,balanced
464,good effort સારો પ્રયાસ ( પ્રયત્ન ),charotari,balanced
465,વધારે પડતું તોટડાપણુ લાગે,charotari,balanced
466,Jaaimu lyo... સાવ મફત માં મોજુ કરાઈવી...😀,charotari,balanced
467,મેહોણી-હા મારુ મેહોણા હા,charotari,balanced
468,મસ્ત વિડિયો છે...અલ્યા હજી જરાક લાંબા વિડિયો બનાવ...તો મજા આવશે....keep it up dude..I like it,charotari,balanced
469,સુરતી ભૂલી gaya,charotari,balanced
470,અમે સુરતી ગુજરાતી ભાષામાં બોલીએ છે,charotari,balanced
471,ખુંબ ખુંબ સરસ 😂👌🌹🙏જય સ્વામિનારાયણ 🙏,charotari,topup
472,"આહિર નો દિકરો સનાતન ધર્મ ની મજાક કરે છે.....હદ છે.....
ધન્ય છે તારી જનેતાને...",charotari,topup
473,અમારી ભાષા માં હારી જ કેવાય કુક્કડા​ @RasikKukadiya,charotari,topup
